Title,Artist,Album,Genre,Release Date,Duration,Popularity
Social believe prevent wait.,Mary Silva,Knowledge management.,Electronic,28-05-2013,166,59
Vote statement effect.,Laura Fisher,Suggest.,Pop,17-05-2004,300,64
Must TV.,Charles Moore,Up.,Pop,26-04-2007,132,38
Kid than.,Brett Hale,Him.,R&B,13-03-2018,278,38
Again pull media.,Cheyenne Sullivan,Remain.,Pop,23-12-2004,204,54
Majority similar.,Carol Phillips,Them mind.,R&B,27-08-2005,227,44
Protect may concern.,Jesse Lamb,Enter.,Blues,26-07-2007,136,27
Message arrive entire.,Brittany Paul,Easy.,Rock,07-09-2003,162,52
Media body away.,Nathan Church,Town.,Hip-Hop,15-10-2014,250,60
Only theory blood.,Kristopher Beltran,Nearly.,Rock,31-12-2001,233,90
Production concern.,Mr. Dustin Byrd,Dark mean.,Electronic,19-02-2000,261,79
City minute.,Ryan Clark,Represent.,Blues,23-08-2006,203,29
Drop of meet.,Timothy Scott,Resource.,Hip-Hop,04-12-2006,293,45
Yet staff five.,Jacob Flores,Day later.,Blues,03-03-2016,251,8
Better.,Nicole Torres,Direction.,Pop,22-06-2010,203,93
Account reality let.,Janet Farley,Rate.,Electronic,19-01-2003,240,70
Memory to.,Randall Williams,Democrat color.,R&B,07-02-2016,252,20
Reason director type.,Janet Jones,Do.,Rock,09-04-2008,270,1
Build box serve sort.,Kimberly Stewart,Have trip.,Country,11-02-2014,289,69
Country number then.,Kari Lopez,Factor husband.,Jazz,04-04-2008,137,43
Expert.,Jessica Goodwin,Degree.,Reggae,28-03-2007,294,98
Cover tough medical.,James Rivera,Wife south.,Rock,14-12-2003,231,62
Go.,Bruce Mclaughlin,Condition laugh.,Classical,19-04-2019,279,79
Prove success this mind.,Mary Walton,Pressure.,Electronic,11-03-2017,295,6
Call major.,Anna Taylor,Western.,Pop,20-11-2003,231,7
Tv western class.,John Green,Spring.,Reggae,08-10-2012,203,52
Summer member.,Shaun Villarreal,Structure activity.,Jazz,02-10-2012,291,70
Prove hold hour.,Cheryl Chambers,Question.,Hip-Hop,27-02-2009,165,68
Education because.,Timothy Perez,Article war.,Country,05-03-2015,217,12
Night make gas.,Sarah Brown,My.,Rock,01-11-2003,204,72
People more do.,Jeff Butler,Something debate.,Country,22-01-2001,254,93
Current four maintain.,Leroy Newman,Against.,Pop,14-03-2013,208,0
Hot.,Donald Horton,Agree specific.,Hip-Hop,14-01-2014,155,3
Leave place organization.,Ashley May,Bit.,Reggae,24-06-2019,253,79
Reveal night full.,Cynthia Wilkerson,Occur.,Hip-Hop,08-08-2008,147,44
Part especially.,Betty Lawson,Effort.,Electronic,06-04-2005,139,55
Debate nor fly.,Kayla Johnson,Turn.,Electronic,27-10-2018,177,73
Marriage happy.,Kara Livingston,Material compare.,Pop,29-08-2006,294,81
Ever Mr sit.,Jeffrey Taylor,Represent of.,Blues,10-09-2012,123,52
Ago yes simply.,Kelli Brewer,Language.,Reggae,08-10-2011,266,44
Eat page.,Karen Anderson,Very worker.,Blues,30-08-2002,139,52
College church.,Tammy Hoffman,Third follow.,Jazz,10-12-2020,159,21
Individual.,David Tucker,Design.,Jazz,17-08-2013,281,5
Member risk save.,Stephanie Robinson,Door spring.,Electronic,23-01-2020,249,79
Least return career.,Daniel Holt,Home either.,Rock,25-08-2005,138,8
Great them.,Melanie Prince,Year action.,Rock,08-05-2015,128,74
Direction too.,Haley Mills,Research major.,Reggae,11-10-2014,216,74
Physical firm cup.,Lawrence Jones,Note.,Hip-Hop,24-02-2009,197,44
Action season.,Nicole Clark,When.,Country,13-09-2016,171,65
Suddenly wide meeting.,Lisa Chambers,Ever.,Classical,25-11-2008,286,20
Weight international.,Matthew Campbell,Officer system.,R&B,02-07-2000,221,43
They operation chance.,Mrs. Karina Franklin,Matter picture.,Rock,05-02-2012,123,65
Itself gas size.,David Rogers,Pretty.,R&B,03-12-2007,259,92
Night capital.,Phillip Martinez,Painting west.,Hip-Hop,26-05-2015,147,67
Fine.,Richard Castro,Machine statement.,Electronic,23-02-2016,220,18
Somebody.,Sara Figueroa,Measure.,Country,24-07-2011,237,18
Various parent challenge.,Scott Brewer,Item.,Blues,05-09-2011,148,94
Program continue fine.,John Graham,Family under.,Classical,27-09-2011,227,66
Still positive community.,Jeffrey Carney II,Win yard.,Jazz,21-04-2011,223,92
Consider before.,James Blankenship,Not answer.,Pop,08-03-2006,160,5
Offer social.,Nicholas Parsons,Toward cell.,Blues,14-09-2008,230,76
Prove piece deep.,Whitney Johnston,Fill win.,Hip-Hop,05-11-2010,226,47
Moment.,Patricia Miller,Professional.,Classical,15-05-2002,273,61
Together animal.,Tyler Hicks,Way approach.,Jazz,17-08-2013,152,64
Admit high.,Emily Mcneil,Than strong.,Hip-Hop,20-12-2000,163,49
Make market trial.,Damon Reed,Bit type.,Electronic,10-02-2006,200,80
Land school.,Steven Mcgee,Bad.,R&B,30-10-2013,144,14
Thus white break.,Stephanie Hanson,Purpose several.,Reggae,14-06-2000,188,95
Measure century professor.,Alexander Coleman,Story.,Pop,09-01-2002,238,9
Plan name state.,Jamie Williamson,Task maintain.,Electronic,27-04-2013,164,37
Fish team.,Kyle Allen,Per music.,Classical,18-06-2004,273,96
Everyone ahead up.,Jeremy Herman,Everything growth.,Jazz,02-10-2008,253,81
For.,Brendan Baldwin,Daughter rule.,Rock,30-07-2001,202,7
Will drive bank.,James Smith,Republican.,Country,17-01-2015,136,13
Box blood few.,Cassandra May,Until ability.,Country,06-03-2011,153,77
Way attorney authority.,Richard Green,Early.,Country,18-01-2013,145,34
Control campaign almost.,Robert Ford,Short get.,Electronic,28-12-2009,166,18
Go.,Brooke Atkins,Key.,Reggae,28-02-2007,244,16
Rather wonder stage.,Michael Fox,Provide truth.,Hip-Hop,26-10-2003,237,49
Whatever personal star.,Amanda Donaldson,Purpose.,Rock,02-01-2001,192,38
Energy.,Andrew Jenkins,Employee.,Reggae,15-03-2000,202,40
Sort two as enjoy.,Steven Stewart,Wish possible.,Hip-Hop,22-12-2014,290,30
Shoulder.,John Chavez,Language.,Blues,07-10-2007,201,88
Material charge.,Matthew Zamora,Challenge.,Jazz,15-11-2007,298,25
Build.,Kristin Martin PhD,Service.,Classical,23-03-2015,132,95
There again simply.,Troy Young,Organization every.,Blues,13-07-2004,270,97
Community build just.,Jared Washington,Election ok.,Blues,23-09-2018,288,88
Finish.,Meagan Logan MD,Professional assume.,Country,31-10-2000,150,95
Scientist keep field price.,Karina King,Significant lead.,R&B,08-07-2000,160,10
Model you leg.,Robert Shields,Summer evening.,Country,10-07-2006,298,76
Drive audience least.,Heather Jacobson,Station common.,Rock,13-11-2015,127,34
Boy.,Jose Navarro,Religious.,Jazz,22-03-2013,162,86
Bar population doctor.,Ryan Rodriguez,Fine.,R&B,12-12-2020,247,65
Mission last.,Megan Cox,Worker.,Classical,24-06-2017,228,55
Majority child.,Jason Leonard,Yourself south.,Electronic,15-12-2020,134,71
Inside too.,Eric Jones,Trouble because.,Electronic,06-07-2008,252,52
Shake man ten could.,Patricia Wallace,Few.,Pop,18-12-2005,209,60
Send.,Anthony Robinson,Government goal.,Blues,29-12-2000,229,90
Television start.,Jose Nelson,Fill issue.,Pop,24-11-2001,284,26
Four threat case.,Charles Turner,Simply.,Electronic,06-01-2014,264,10
Daughter under avoid.,Gary Mills,Box issue.,R&B,11-07-2015,265,85
Remain.,Anne Porter,Up.,Country,26-07-2005,203,22
Society.,Henry Roberts,Popular.,Electronic,23-11-2002,193,26
Pick food family.,Brandon Davis,Always.,Country,25-12-2001,280,64
That community human similar.,Christina Oconnell,Same similar.,Blues,23-07-2013,124,50
Public commercial them.,Emily Johnson,Resource.,Jazz,26-12-2011,121,63
Risk middle fly.,Sarah Davis,Foreign.,Electronic,11-02-2002,239,25
Let each.,Matthew Bonilla,Clear hard.,Hip-Hop,03-01-2008,288,10
Article draw.,Allison Ramirez,Message.,R&B,18-02-2018,230,69
So research lose.,Kenneth Turner,Expect up.,Blues,05-10-2003,295,25
Attack much.,Amy Brooks,Reason dinner.,Rock,13-03-2017,273,2
Political total.,Tiffany Collins,Bring.,Blues,14-12-2016,136,66
Likely suggest participant.,Christie Mccoy,Water.,Electronic,28-11-2001,221,57
North although of.,Michael Walker,Choice.,Electronic,17-06-2007,232,1
Remain peace.,Kristin Swanson,Name both.,Classical,14-06-2012,173,42
Office audience.,Scott Walker,Improve any.,Country,26-12-2000,240,76
Thought operation that.,Mark Frederick,Leg until.,Classical,28-06-2016,230,65
Hair red.,Brandi Wilson,Second day.,R&B,17-10-2009,298,55
Myself after.,Brian Banks,Right.,Reggae,24-01-2014,289,68
Effort stock.,Bethany Hicks,Around name.,Country,09-02-2016,233,84
Its others model.,Cameron Cox,Today bit.,Pop,21-03-2000,130,44
Of surface sure.,Jeremy Espinoza,Machine green.,R&B,10-11-2019,156,64
Town agency upon.,Nicole Mccoy,Prevent director.,Pop,01-02-2009,285,38
Meeting American wide.,Bridget West,Expert meeting.,Pop,01-04-2018,179,73
Recognize single visit.,Melissa Buck,Wonder long.,Blues,20-10-2004,248,51
Safe season into.,Austin Bautista,Environmental news.,Hip-Hop,15-06-2001,284,33
Magazine money reveal.,Francisco Mcintyre,Strategy middle.,Electronic,11-08-2018,162,46
Season around.,Chelsea Ingram,Total.,Reggae,07-07-2009,291,46
Change.,Adam Haynes,Out report.,Classical,26-11-2000,125,95
Environmental media today.,Katherine Mccullough,Realize.,Hip-Hop,23-06-2010,254,47
Employee board.,Tom Harmon,By.,Reggae,24-08-2020,286,41
Close moment.,Brian Ramirez,Unit.,Country,06-11-2012,288,57
I that.,Timothy Rodriguez,Time.,Pop,05-02-2009,205,14
Congress appear.,Maria Ruiz,Blue chair.,Jazz,03-10-2010,269,38
Response official class.,Gail Craig,Because help.,Classical,17-05-2019,195,88
Threat imagine bad.,Amy Guerrero,Finish away.,Pop,01-05-2019,260,32
Lawyer set.,Jamie Shaw,Develop several.,Jazz,29-03-2004,257,39
For from itself.,David Lynn,Factor character.,Classical,08-12-2016,274,95
Hard while tell.,Stephen Allen,Difficult.,Reggae,03-11-2020,126,44
Appear nearly office.,William Roberts,Citizen.,Reggae,24-12-2009,218,70
Under education.,Dr. Kelli Owens,List raise.,Reggae,21-07-2013,244,55
Science war voice.,Justin Lynch,Form.,Rock,11-10-2011,239,70
She standard stay.,Jennifer Taylor,Human.,R&B,15-04-2018,184,5
Final worker.,Jacob Wilkins,Since.,Pop,15-03-2009,158,54
Stay bit which.,Alison Stephenson,Somebody.,Pop,12-06-2001,257,59
Save response someone.,Jennifer Gibson,Quickly American.,Classical,14-01-2005,250,2
Rest modern.,Nathan Gregory,Great single.,Hip-Hop,10-05-2011,285,38
Yet someone throw.,Shelly Gomez,Economic.,R&B,14-03-2016,225,49
Consider follow above.,Denise Perkins,Necessary strategy.,Hip-Hop,03-06-2018,193,35
Room new.,Jeff Cooley,Say.,Country,29-03-2012,263,42
Little meet despite manage.,Andrea Schultz,Power.,Country,16-04-2007,207,23
Trip ten baby teach.,Thomas Miller,Discuss continue.,Reggae,23-10-2011,168,0
Herself build.,Sharon Smith,Wrong.,R&B,30-09-2002,166,48
Challenge lead country.,Terri Smith,More.,Hip-Hop,02-12-2017,146,71
Past impact.,Tami Rogers,Partner begin.,Rock,30-01-2016,122,99
Create time.,Judy Gibson,Fund.,Country,27-02-2016,151,0
High meeting war.,Michael Sullivan,What focus.,Reggae,03-05-2012,170,85
Point many.,Kendra Garrett,Despite.,Country,15-07-2008,125,73
Identify religious.,Leah Mccann,Visit.,Country,30-03-2016,184,76
How east none.,Nicholas Dickerson,President.,Hip-Hop,18-01-2012,128,82
North surface.,Anthony Wolfe,Author.,Reggae,28-03-2016,259,90
Spring seat wrong.,Molly Pollard,Service character.,Pop,16-05-2009,212,89
Exactly case process.,Sarah Munoz,Allow.,Rock,08-07-2000,237,29
And paper.,Nathan Glass,Push.,Country,07-03-2005,188,42
During feeling really.,Christina Graham,Senior story.,R&B,31-10-2000,175,76
Contain study.,Andrew Matthews,Blood.,R&B,22-05-2004,126,15
Prove live best.,Michael Heath,Report wife.,Hip-Hop,01-05-2012,233,5
Ask traditional pressure.,Stephen Graham,Arrive Republican.,Pop,03-08-2016,215,45
Ready scene century.,Elizabeth Parker,Me reflect.,R&B,28-04-2008,230,100
Work yes.,Stephen Moore,Budget.,Electronic,13-12-2014,120,49
Wide offer.,Timothy Mckenzie,Address.,Classical,12-01-2005,188,72
Culture shoulder our.,Micheal Mendoza,Sport.,Country,03-10-2015,189,85
Stage wind until.,Michael Rios,Relationship any.,Electronic,16-07-2019,135,82
Police cultural body.,Damon Fletcher,Race.,Blues,08-10-2005,175,15
Laugh truth.,Timothy Roberson,Run.,Classical,15-03-2010,181,28
Very team.,Rebecca Williams,Explain.,Hip-Hop,06-05-2000,143,85
Its former.,Jennifer Watson,Million.,Jazz,10-12-2011,120,83
Side challenge.,Kelsey Macias,Consumer section.,Electronic,30-08-2016,299,83
Father factor.,Megan Haynes,Expert matter.,Pop,08-04-2000,174,49
Say professional.,Derek Gardner,City media.,Hip-Hop,18-08-2003,206,1
Front trip.,Tara Goodwin,Raise.,Jazz,04-11-2009,208,45
Hour red.,Jessica Stokes,Business voice.,Electronic,24-06-2015,145,27
Relationship.,Scott Nunez,Could development.,R&B,29-09-2019,239,81
Apply use sound.,Lucas Phillips,Home town.,Electronic,04-03-2006,227,54
Either fear where.,James Smith,Break air.,Jazz,31-08-2011,259,99
Prove world Mr.,Michael Lewis,That.,Country,07-01-2019,141,1
Have every.,Steven Mitchell,International.,Electronic,02-01-2017,196,41
Five level space.,Annette Larson,To.,Country,13-05-2019,239,41
Rate start town.,Juan Carpenter,Fill nice.,Pop,31-03-2000,206,74
Impact ask.,Kimberly Riggs,Inside.,Classical,29-09-2002,294,98
Laugh process area.,Seth Carr,Environmental.,Classical,01-08-2012,280,55
Almost edge.,Jon Scott,Interesting.,Pop,31-03-2008,211,82
Poor reason.,Jared Perez,Computer.,Jazz,13-02-2011,167,92
Effect we.,Carol Johnson,Clearly.,Reggae,21-06-2016,258,47
Increase whatever.,Jacqueline Parrish,Lead state.,R&B,10-12-2006,254,85
Remember space.,Kelli Logan,Share professor.,Reggae,19-05-2011,253,27
Away pretty city.,Ashley Mills,Building.,Classical,04-02-2020,159,46
Throw letter risk child.,Heather Peterson,Beyond.,Electronic,05-08-2019,216,40
Way loss nature.,Jacqueline Martinez,North key.,Country,12-05-2016,169,77
Sense.,Angela Pearson,Both father.,Blues,19-04-2004,268,94
End agree.,Cynthia Moyer,Close.,R&B,06-12-2016,162,46
Husband.,Jack Williams,Career.,Blues,18-02-2006,176,20
Oil expect.,Jennifer Miles,West.,Reggae,20-11-2012,288,54
Floor free.,Christine Anderson,Perform son.,Rock,15-05-2003,131,19
Carry store not.,Steven Norton,Receive page.,Electronic,27-05-2019,291,10
Accept describe.,Brooke Cabrera,Among seven.,Hip-Hop,12-09-2013,148,58
Physical nation.,Robert Stewart,Material.,Blues,23-02-2000,150,82
Someone behavior daughter.,Patrick Dennis,Rate enjoy.,Blues,30-08-2006,200,45
Stand development staff.,Anna Lewis,Behind design.,R&B,02-04-2018,173,27
May argue.,Mr. Donald Choi DDS,Blue.,Pop,24-06-2017,124,3
Even similar important.,Susan Hill,Radio.,Hip-Hop,09-09-2013,174,34
Market.,Ryan Whitehead,Shoulder keep.,Reggae,11-01-2000,282,100
Treatment very everything.,Amanda Ibarra,Many.,Country,25-07-2009,194,62
Member place.,Christine Cruz,Executive peace.,Rock,15-07-2002,242,98
Authority.,Cody Williams,Within or.,Rock,29-04-2014,167,0
Decade key.,Veronica Parker DVM,Site play.,Electronic,26-10-2015,222,6
Resource bit.,Michelle Grant,Behind.,Hip-Hop,27-02-2008,135,86
Order degree Congress.,Madison Payne,Tax.,Jazz,02-08-2002,181,59
Admit read professional.,Jessica Smith,Support method.,Classical,17-06-2020,221,83
Race build.,Courtney Thomas,Room act.,Hip-Hop,03-09-2020,132,65
Fly subject.,Thomas Crawford,Some born.,Rock,30-10-2012,178,96
Born go scientist.,Edward Thomas,Ok institution.,Classical,28-12-2001,219,63
Garden no tell.,Claudia Benson,Wait study.,Reggae,20-08-2009,141,86
Staff reflect section.,Scott Stewart,Student after.,Reggae,12-08-2017,273,33
Research show between.,Arthur Scott,Participant.,Hip-Hop,31-08-2004,264,84
Before usually institution.,Teresa Mckee,Ball.,Electronic,14-08-2020,257,52
Animal physical bed.,Kevin Bishop,Must modern.,Reggae,29-07-2018,272,17
Enjoy health three money.,Michelle Brooks,Grow.,R&B,14-05-2015,132,77
Onto research example.,Sarah Carter,Far least.,Rock,16-05-2004,226,78
Behavior.,Kayla Flowers,Bed window.,R&B,09-01-2012,174,5
Product ready dream.,Jennifer Gonzalez,Republican ask.,Blues,22-04-2016,209,96
Color economy.,John Leonard,Attention close.,Blues,06-02-2001,182,14
Score.,Gregg Greene,Part.,Rock,03-11-2013,246,26
Paper actually up.,Zachary Snyder,Claim data.,Jazz,31-10-2015,151,62
Read.,Matthew Mooney,Standard.,R&B,25-05-2016,297,50
Growth official population movement.,John Rice,Base.,Pop,14-08-2004,243,29
By generation.,Mary Rangel,Key bar.,Reggae,24-11-2015,165,77
New month pattern.,Elizabeth Smith MD,Safe.,Jazz,04-06-2017,263,83
Participant again administration.,Patricia Torres,Instead.,Reggae,07-06-2018,189,5
Myself pull cup.,Margaret Torres,Window.,Reggae,22-12-2001,279,72
Sister window.,Erin Allen,South.,Blues,24-11-2006,298,15
Morning down.,Andrew Barnes,Issue.,Electronic,29-03-2002,133,13
Feel shake.,Kristine Soto,Always begin.,Classical,26-03-2007,282,27
Impact range piece.,Benjamin Copeland,Film.,Electronic,03-11-2020,284,61
My above.,David Wells,Threat her.,Country,05-10-2020,136,36
Hear remember.,Ian Smith,Go.,Blues,23-12-2014,289,56
Performance or.,Barbara Patterson,Including really.,Blues,31-03-2012,144,57
Spend own.,Lawrence Silva,Treat.,Classical,11-05-2017,128,1
Court common.,Carmen Kelley,Up nice.,Blues,21-01-2005,287,83
Attention place many.,Jeffrey Shepard,Even.,Electronic,11-02-2002,208,16
Option.,Larry Jackson,Peace.,Electronic,09-09-2020,178,79
Man sister such majority.,Travis Nelson,Itself.,Reggae,20-11-2008,268,50
Morning probably.,Robert Boyd,Yes fine.,Rock,11-08-2000,242,8
Support result space.,Amanda Torres,Figure trade.,R&B,05-05-2006,267,97
You ability ago.,Ryan Lambert,Fire.,Pop,02-04-2015,202,58
Particularly like old.,Cory Harris,Spend write.,Rock,16-06-2011,200,44
Opportunity poor.,Emily Cook,Might life.,Rock,14-07-2014,186,47
Particular research remain.,Amanda Bradshaw,Investment.,R&B,07-06-2008,294,39
Program defense season.,Alicia Gibson,New.,Classical,31-03-2002,167,68
Wall case.,Tammy Curtis,Consumer.,Country,10-11-2006,252,32
Experience so.,Stephanie Jones,Them great.,Pop,04-12-2014,184,36
Ago go admit change.,Christopher Ellison,Ten open.,Hip-Hop,17-06-2020,141,39
Service industry approach.,Christina Tanner,Loss.,Reggae,20-08-2004,141,61
Military according summer.,Michael Patrick,Notice.,Pop,06-01-2002,255,18
Within ten interest region.,Michael Flores,Everybody concern.,Pop,13-12-2013,205,39
Time address.,Edwin Johnson DVM,Chair alone.,Classical,15-09-2019,158,15
Toward environment best present.,Sarah Davis,Strategy stay.,Country,11-04-2003,266,28
However inside.,Brett Powell,Everyone along.,Reggae,24-06-2011,154,33
There recently.,Taylor Moran,Number.,Jazz,06-12-2016,195,12
Short factor.,Charles Best,Third.,Country,05-05-2001,281,33
Hotel.,Eduardo Fowler,Language so.,Reggae,25-01-2017,250,16
Our church.,Bruce Taylor,Conference.,Jazz,19-07-2004,187,76
Car painting moment onto.,Amy Conrad,Environmental scene.,Electronic,17-02-2019,166,30
Mean computer west put.,Denise Morales,Medical.,Classical,17-10-2016,224,47
Risk population.,Sheila Nichols,Heavy.,Electronic,06-11-2008,206,55
Security other turn.,Renee Figueroa,Might.,Jazz,24-03-2003,298,68
With after agency.,George Benton,Store.,Reggae,15-08-2009,180,67
Box become.,Amanda Bradshaw,College action.,Pop,09-01-2000,177,81
Will ground watch.,Tyler Gregory,Pass.,R&B,28-02-2017,229,28
Learn arm PM.,Jason Bradford,Shake small.,Classical,28-10-2017,268,96
Agency discuss general.,Valerie Poole,Western home.,Pop,30-01-2007,254,73
Majority throw argue.,Robert Fisher,Human.,Rock,21-05-2008,229,48
Audience process magazine.,Eric Moore,Open.,Reggae,19-04-2004,179,29
Go head necessary.,Angela Burgess,Job in.,Pop,05-08-2011,258,26
Glass shake.,Monique Wise,Ever.,Electronic,15-02-2018,200,65
